Id,Gene,Family
XP_015757345.1,zf-C3HC4,PF00097.28
XP_015779757.1,zf-C3HC4,PF00097.28
XP_015753829.1,zf-C3HC4,PF00097.28
XP_015756989.1,zf-C3HC4,PF00097.28
XP_015761450.1,zf-C3HC4,PF00097.28
XP_015761457.1,zf-C3HC4,PF00097.28
XP_015760869.1,zf-C3HC4,PF00097.28
XP_015764781.1,zf-C3HC4,PF00097.28
XP_015779064.1,zf-C3HC4,PF00097.28
XP_015779065.1,zf-C3HC4,PF00097.28
XP_015773385.1,zf-C3HC4,PF00097.28
XP_015760819.1,zf-C3HC4,PF00097.28
XP_015767599.1,zf-C3HC4,PF00097.28
XP_015780562.1,zf-C3HC4,PF00097.28
XP_015780569.1,zf-C3HC4,PF00097.28
XP_015774080.1,zf-C3HC4,PF00097.28
XP_015774081.1,zf-C3HC4,PF00097.28
XP_015774082.1,zf-C3HC4,PF00097.28
XP_015774083.1,zf-C3HC4,PF00097.28
XP_015774084.1,zf-C3HC4,PF00097.28
XP_015774085.1,zf-C3HC4,PF00097.28
XP_015774086.1,zf-C3HC4,PF00097.28
XP_015774087.1,zf-C3HC4,PF00097.28
XP_015767591.1,zf-C3HC4,PF00097.28
XP_015767592.1,zf-C3HC4,PF00097.28
XP_015767593.1,zf-C3HC4,PF00097.28
XP_015767594.1,zf-C3HC4,PF00097.28
XP_015767595.1,zf-C3HC4,PF00097.28
XP_015750325.1,zf-C3HC4,PF00097.28
XP_015764009.1,zf-C3HC4,PF00097.28
XP_015758369.1,zf-C3HC4,PF00097.28
XP_015750403.1,zf-C3HC4,PF00097.28
XP_015763682.1,zf-C3HC4,PF00097.28
XP_015753643.1,zf-C3HC4,PF00097.28
XP_015755907.1,zf-C3HC4,PF00097.28
XP_015755909.1,zf-C3HC4,PF00097.28
XP_015758314.1,zf-C3HC4,PF00097.28
XP_015758316.1,zf-C3HC4,PF00097.28
XP_015758317.1,zf-C3HC4,PF00097.28
XP_015758313.1,zf-C3HC4,PF00097.28
XP_015775737.1,zf-C3HC4,PF00097.28
XP_015749666.1,zf-C3HC4,PF00097.28
XP_015770659.1,zf-C3HC4,PF00097.28
XP_015778099.1,zf-C3HC4,PF00097.28
XP_015774620.1,zf-C3HC4,PF00097.28
XP_015769938.1,zf-C3HC4,PF00097.28
XP_015764761.1,zf-C3HC4,PF00097.28
XP_015764762.1,zf-C3HC4,PF00097.28
XP_015752340.1,zf-C3HC4,PF00097.28
XP_015766012.1,zf-C3HC4,PF00097.28
XP_015770302.1,zf-C3HC4,PF00097.28
XP_015779672.1,zf-C3HC4,PF00097.28
XP_015756685.1,zf-C3HC4,PF00097.28
XP_015774016.1,zf-C3HC4,PF00097.28
XP_015765222.1,zf-C3HC4,PF00097.28
XP_015754338.1,zf-C3HC4,PF00097.28
XP_015772766.1,zf-C3HC4,PF00097.28
XP_015765334.1,zf-C3HC4_2,PF13923.9
XP_015763958.1,zf-C3HC4_2,PF13923.9
XP_015771632.1,zf-C3HC4_2,PF13923.9
XP_015771565.1,zf-C3HC4_2,PF13923.9
XP_015771564.1,zf-C3HC4_2,PF13923.9
XP_015771561.1,zf-C3HC4_2,PF13923.9
XP_015771562.1,zf-C3HC4_2,PF13923.9
XP_015771563.1,zf-C3HC4_2,PF13923.9
XP_015769251.1,zf-C3HC4_2,PF13923.9
XP_015761529.1,zf-C3HC4_2,PF13923.9
XP_015770114.1,zf-C3HC4_2,PF13923.9
XP_015771891.1,zf-C3HC4_2,PF13923.9
XP_015775304.1,zf-C3HC4_2,PF13923.9
XP_015777920.1,zf-C3HC4_2,PF13923.9
XP_015777801.1,zf-C3HC4_2,PF13923.9
XP_015777802.1,zf-C3HC4_2,PF13923.9
XP_015777804.1,zf-C3HC4_2,PF13923.9
XP_015777795.1,zf-C3HC4_2,PF13923.9
XP_015777916.1,zf-C3HC4_2,PF13923.9
XP_015777917.1,zf-C3HC4_2,PF13923.9
XP_015777918.1,zf-C3HC4_2,PF13923.9
XP_015769936.1,zf-C3HC4_2,PF13923.9
XP_015772912.1,zf-C3HC4_2,PF13923.9
XP_015770788.1,zf-C3HC4_2,PF13923.9
XP_015762765.1,zf-C3HC4_2,PF13923.9
XP_015777919.1,zf-C3HC4_2,PF13923.9
XP_015776359.1,zf-C3HC4_2,PF13923.9
XP_015769937.1,zf-C3HC4_2,PF13923.9
XP_015766943.1,zf-C3HC4_2,PF13923.9
XP_015777906.1,zf-C3HC4_2,PF13923.9
XP_015750498.1,zf-C3HC4_2,PF13923.9
XP_015777806.1,zf-C3HC4_2,PF13923.9
XP_015777805.1,zf-C3HC4_2,PF13923.9
XP_015777923.1,zf-C3HC4_2,PF13923.9
XP_015777925.1,zf-C3HC4_2,PF13923.9
XP_015754936.1,zf-C3HC4_2,PF13923.9
XP_015777796.1,zf-C3HC4_2,PF13923.9
XP_015777797.1,zf-C3HC4_2,PF13923.9
XP_015777798.1,zf-C3HC4_2,PF13923.9
XP_015777799.1,zf-C3HC4_2,PF13923.9
XP_015777800.1,zf-C3HC4_2,PF13923.9
XP_015777794.1,zf-C3HC4_2,PF13923.9
XP_015777904.1,zf-C3HC4_2,PF13923.9
XP_015777905.1,zf-C3HC4_2,PF13923.9
XP_015777907.1,zf-C3HC4_2,PF13923.9
XP_015777909.1,zf-C3HC4_2,PF13923.9
XP_015777910.1,zf-C3HC4_2,PF13923.9
XP_015777911.1,zf-C3HC4_2,PF13923.9
XP_015777912.1,zf-C3HC4_2,PF13923.9
XP_015777913.1,zf-C3HC4_2,PF13923.9
XP_015777914.1,zf-C3HC4_2,PF13923.9
XP_015777915.1,zf-C3HC4_2,PF13923.9
XP_015763207.1,zf-C3HC4_2,PF13923.9
XP_015766696.1,zf-C3HC4_2,PF13923.9
XP_015777903.1,zf-C3HC4_2,PF13923.9
XP_015761989.1,zf-C3HC4_2,PF13923.9
XP_015777902.1,zf-C3HC4_2,PF13923.9
XP_015777901.1,zf-C3HC4_2,PF13923.9
XP_015771566.1,zf-C3HC4_2,PF13923.9
XP_015756416.1,zf-C3HC4_2,PF13923.9
XP_015756417.1,zf-C3HC4_2,PF13923.9
XP_015777898.1,zf-C3HC4_2,PF13923.9
XP_015777899.1,zf-C3HC4_2,PF13923.9
XP_015777793.1,zf-C3HC4_2,PF13923.9
XP_015748837.1,zf-C3HC4_2,PF13923.9
XP_015762086.1,zf-C3HC4_2,PF13923.9
XP_015762087.1,zf-C3HC4_2,PF13923.9
XP_015762088.1,zf-C3HC4_2,PF13923.9
XP_015762085.1,zf-C3HC4_2,PF13923.9
XP_015763981.1,zf-C3HC4_2,PF13923.9
XP_015777811.1,zf-C3HC4_2,PF13923.9
XP_015769927.1,zf-C3HC4_2,PF13923.9
XP_015747112.1,zf-C3HC4_2,PF13923.9
XP_015750845.1,zf-C3HC4_2,PF13923.9
XP_015777449.1,zf-C3HC4_2,PF13923.9
XP_015777457.1,zf-C3HC4_2,PF13923.9
XP_015777809.1,zf-C3HC4_2,PF13923.9
XP_015773533.1,zf-C3HC4_2,PF13923.9
XP_015750988.1,zf-C3HC4_2,PF13923.9
XP_015754198.1,zf-C3HC4_2,PF13923.9
XP_015769213.1,zf-C3HC4_2,PF13923.9
XP_015766693.1,zf-C3HC4_2,PF13923.9
XP_015748964.1,zf-C3HC4_2,PF13923.9
XP_015752423.1,zf-C3HC4_2,PF13923.9
XP_015769941.1,zf-C3HC4_2,PF13923.9
XP_015757790.1,zf-C3HC4_2,PF13923.9
XP_015757789.1,zf-C3HC4_2,PF13923.9
XP_015776101.1,zf-C3HC4_2,PF13923.9
XP_015766694.1,zf-C3HC4_2,PF13923.9
XP_015752543.1,zf-C3HC4_2,PF13923.9
XP_015750927.1,zf-C3HC4_2,PF13923.9
XP_015762091.1,zf-C3HC4_2,PF13923.9
XP_015762092.1,zf-C3HC4_2,PF13923.9
XP_015764687.1,zf-C3HC4_2,PF13923.9
XP_015760783.1,zf-C3HC4_2,PF13923.9
XP_015750852.1,zf-C3HC4_2,PF13923.9
XP_015780386.1,zf-C3HC4_2,PF13923.9
XP_015777282.1,zf-C3HC4_2,PF13923.9
XP_015774938.1,zf-C3HC4_2,PF13923.9
XP_015764213.1,zf-C3HC4_2,PF13923.9
XP_015754022.1,zf-C3HC4_2,PF13923.9
XP_015754021.1,zf-C3HC4_2,PF13923.9
XP_015758361.1,zf-C3HC4_2,PF13923.9
XP_015753430.1,zf-C3HC4_2,PF13923.9
XP_015775721.1,zf-C3HC4_2,PF13923.9
XP_015758364.1,zf-C3HC4_2,PF13923.9
XP_015775437.1,zf-C3HC4_2,PF13923.9
XP_015766131.1,zf-C3HC4_2,PF13923.9
XP_015758782.1,zf-C3HC4_2,PF13923.9
XP_015778036.1,zf-C3HC4_2,PF13923.9
XP_015763001.1,zf-C3HC4_2,PF13923.9
XP_015763000.1,zf-C3HC4_2,PF13923.9
XP_015771638.1,zf-C3HC4_2,PF13923.9
XP_015750365.1,zf-C3HC4_2,PF13923.9
XP_015778038.1,zf-C3HC4_2,PF13923.9
XP_015773539.1,zf-C3HC4_2,PF13923.9
XP_015767348.1,zf-C3HC4_2,PF13923.9
XP_015767329.1,zf-C3HC4_2,PF13923.9
XP_015780924.1,zf-C3HC4_2,PF13923.9
XP_015762150.1,zf-C3HC4_2,PF13923.9
XP_015767322.1,zf-C3HC4_2,PF13923.9
XP_015749436.1,zf-C3HC4_2,PF13923.9
XP_015773575.1,zf-C3HC4_2,PF13923.9
XP_015773576.1,zf-C3HC4_2,PF13923.9
XP_015778037.1,zf-C3HC4_2,PF13923.9
XP_015776567.1,zf-C3HC4_2,PF13923.9
XP_015767410.1,zf-C3HC4_2,PF13923.9
XP_015751148.1,zf-C3HC4_2,PF13923.9
XP_015779477.1,zf-C3HC4_2,PF13923.9
XP_015771791.1,zf-C3HC4_2,PF13923.9
XP_015779481.1,zf-C3HC4_2,PF13923.9
XP_015779480.1,zf-C3HC4_2,PF13923.9
XP_015779479.1,zf-C3HC4_2,PF13923.9
XP_015779478.1,zf-C3HC4_2,PF13923.9
XP_015759298.1,zf-C3HC4_2,PF13923.9
XP_015757861.1,zf-C3HC4_2,PF13923.9
XP_015748077.1,zf-C3HC4_2,PF13923.9
XP_015779083.1,zf-C3HC4_2,PF13923.9
XP_015774343.1,zf-C3HC4_2,PF13923.9
XP_015773579.1,zf-C3HC4_2,PF13923.9
XP_015773577.1,zf-C3HC4_2,PF13923.9
XP_015764825.1,zf-C3HC4_2,PF13923.9
XP_015773562.1,zf-C3HC4_2,PF13923.9
XP_015774368.1,zf-C3HC4_2,PF13923.9
XP_015773537.1,zf-C3HC4_2,PF13923.9
XP_015779082.1,zf-C3HC4_2,PF13923.9
XP_015762186.1,zf-C3HC4_2,PF13923.9
XP_015752628.1,zf-C3HC4_2,PF13923.9
XP_015779090.1,zf-C3HC4_2,PF13923.9
XP_015775600.1,zf-C3HC4_2,PF13923.9
XP_015762187.1,zf-C3HC4_2,PF13923.9
XP_015762188.1,zf-C3HC4_2,PF13923.9
XP_015776760.1,zf-C3HC4_2,PF13923.9
XP_015776768.1,zf-C3HC4_2,PF13923.9
XP_015776778.1,zf-C3HC4_2,PF13923.9
XP_015776739.1,zf-C3HC4_2,PF13923.9
XP_015775599.1,zf-C3HC4_2,PF13923.9
XP_015777298.1,zf-C3HC4_2,PF13923.9
XP_015762148.1,zf-C3HC4_2,PF13923.9
XP_015768597.1,zf-C3HC4_2,PF13923.9
XP_015768598.1,zf-C3HC4_2,PF13923.9
XP_015776595.1,zf-C3HC4_2,PF13923.9
XP_015761237.1,zf-C3HC4_2,PF13923.9
XP_015756497.1,zf-C3HC4_2,PF13923.9
XP_015776788.1,zf-C3HC4_2,PF13923.9
XP_015752558.1,zf-C3HC4_2,PF13923.9
XP_015780525.1,zf-C3HC4_2,PF13923.9
XP_015757364.1,zf-C3HC4_2,PF13923.9
XP_015780524.1,zf-C3HC4_2,PF13923.9
XP_015751219.1,zf-C3HC4_2,PF13923.9
XP_015780388.1,zf-C3HC4_2,PF13923.9
XP_015755810.1,zf-C3HC4_2,PF13923.9
XP_015776002.1,zf-C3HC4_2,PF13923.9
XP_015779100.1,zf-C3HC4_2,PF13923.9
XP_015765563.1,zf-C3HC4_2,PF13923.9
XP_015753643.1,zf-C3HC4_2,PF13923.9
XP_015778035.1,zf-C3HC4_2,PF13923.9
XP_015768574.1,zf-C3HC4_2,PF13923.9
XP_015768575.1,zf-C3HC4_2,PF13923.9
XP_015755954.1,zf-C3HC4_2,PF13923.9
XP_015762147.1,zf-C3HC4_2,PF13923.9
XP_015776875.1,zf-C3HC4_2,PF13923.9
XP_015776873.1,zf-C3HC4_2,PF13923.9
XP_015776874.1,zf-C3HC4_2,PF13923.9
XP_015779086.1,zf-C3HC4_2,PF13923.9
XP_015780590.1,zf-C3HC4_2,PF13923.9
XP_015766084.1,zf-C3HC4_2,PF13923.9
XP_015776586.1,zf-C3HC4_2,PF13923.9
XP_015757076.1,zf-C3HC4_2,PF13923.9
XP_015762184.1,zf-C3HC4_2,PF13923.9
XP_015762185.1,zf-C3HC4_2,PF13923.9
XP_015776749.1,zf-C3HC4_2,PF13923.9
XP_015778034.1,zf-C3HC4_2,PF13923.9
XP_015763747.1,zf-C3HC4_2,PF13923.9
XP_015763748.1,zf-C3HC4_2,PF13923.9
XP_015755999.1,zf-C3HC4_2,PF13923.9
XP_015754614.1,zf-C3HC4_2,PF13923.9
XP_015779228.1,zf-C3HC4_2,PF13923.9
XP_015777341.1,zf-C3HC4_2,PF13923.9
XP_015771571.1,zf-C3HC4_2,PF13923.9
XP_015767336.1,zf-C3HC4_2,PF13923.9
XP_015766911.1,zf-C3HC4_2,PF13923.9
XP_015776576.1,zf-C3HC4_2,PF13923.9
XP_015765588.1,zf-C3HC4_2,PF13923.9
XP_015778264.1,zf-C3HC4_2,PF13923.9
XP_015778033.1,zf-C3HC4_2,PF13923.9
XP_015750490.1,zf-C3HC4_2,PF13923.9
XP_015761348.1,zf-C3HC4_2,PF13923.9
XP_015749022.1,zf-C3HC4_2,PF13923.9
XP_015765240.1,zf-C3HC4_2,PF13923.9
XP_015759391.1,zf-C3HC4_2,PF13923.9
XP_015773002.1,zf-C3HC4_2,PF13923.9
XP_015756812.1,zf-C3HC4_2,PF13923.9
XP_015755929.1,zf-C3HC4_2,PF13923.9
XP_015760422.1,zf-C3HC4_2,PF13923.9
XP_015780387.1,zf-C3HC4_2,PF13923.9
XP_015780520.1,zf-C3HC4_2,PF13923.9
XP_015762189.1,zf-C3HC4_2,PF13923.9
XP_015764680.1,zf-C3HC4_2,PF13923.9
XP_015763200.1,zf-C3HC4_2,PF13923.9
XP_015750325.1,zf-C3HC4_2,PF13923.9
XP_015779441.1,zf-C3HC4_2,PF13923.9
XP_015750037.1,zf-C3HC4_2,PF13923.9
XP_015771569.1,zf-C3HC4_2,PF13923.9
XP_015755809.1,zf-C3HC4_2,PF13923.9
XP_015775432.1,zf-C3HC4_2,PF13923.9
XP_015749513.1,zf-C3HC4_2,PF13923.9
XP_015749519.1,zf-C3HC4_2,PF13923.9
XP_015750403.1,zf-C3HC4_2,PF13923.9
XP_015779121.1,zf-C3HC4_2,PF13923.9
XP_015779122.1,zf-C3HC4_2,PF13923.9
XP_015756253.1,zf-C3HC4_2,PF13923.9
XP_015766450.1,zf-C3HC4_2,PF13923.9
XP_015753883.1,zf-C3HC4_2,PF13923.9
XP_015762798.1,zf-C3HC4_2,PF13923.9
XP_015769658.1,zf-C3HC4_2,PF13923.9
XP_015749040.1,zf-C3HC4_2,PF13923.9
XP_015766910.1,zf-C3HC4_2,PF13923.9
XP_015767599.1,zf-C3HC4_2,PF13923.9
XP_015752137.1,zf-C3HC4_2,PF13923.9
XP_015758732.1,zf-C3HC4_2,PF13923.9
XP_015771656.1,zf-C3HC4_2,PF13923.9
XP_015778988.1,zf-C3HC4_2,PF13923.9
XP_015779118.1,zf-C3HC4_2,PF13923.9
XP_015779119.1,zf-C3HC4_2,PF13923.9
XP_015754376.1,zf-C3HC4_2,PF13923.9
XP_015779120.1,zf-C3HC4_2,PF13923.9
XP_015779231.1,zf-C3HC4_2,PF13923.9
XP_015756000.1,zf-C3HC4_2,PF13923.9
XP_015756001.1,zf-C3HC4_2,PF13923.9
XP_015756002.1,zf-C3HC4_2,PF13923.9
XP_015765222.1,zf-C3HC4_2,PF13923.9
XP_015773400.1,zf-C3HC4_2,PF13923.9
XP_015748208.1,zf-C3HC4_2,PF13923.9
XP_015774582.1,zf-C3HC4_2,PF13923.9
XP_015778272.1,zf-C3HC4_2,PF13923.9
XP_015776708.1,zf-C3HC4_2,PF13923.9
XP_015773622.1,zf-C3HC4_2,PF13923.9
XP_015756298.1,zf-C3HC4_2,PF13923.9
XP_015757838.1,zf-C3HC4_2,PF13923.9
XP_015764076.1,zf-C3HC4_2,PF13923.9
XP_015762445.1,zf-C3HC4_2,PF13923.9
XP_015770635.1,zf-C3HC4_2,PF13923.9
XP_015771817.1,zf-C3HC4_2,PF13923.9
XP_015766287.1,zf-C3HC4_2,PF13923.9
XP_015774204.1,zf-C3HC4_2,PF13923.9
XP_015761713.1,zf-C3HC4_2,PF13923.9
XP_015779757.1,zf-C3HC4_2,PF13923.9
XP_015765592.1,zf-C3HC4_2,PF13923.9
XP_015774192.1,zf-C3HC4_2,PF13923.9
XP_015770957.1,zf-C3HC4_2,PF13923.9
XP_015754659.1,zf-C3HC4_2,PF13923.9
XP_015772779.1,zf-C3HC4_2,PF13923.9
XP_015753829.1,zf-C3HC4_2,PF13923.9
XP_015776200.1,zf-C3HC4_2,PF13923.9
XP_015765233.1,zf-C3HC4_2,PF13923.9
XP_015772347.1,zf-C3HC4_2,PF13923.9
XP_015772348.1,zf-C3HC4_2,PF13923.9
XP_015774193.1,zf-C3HC4_2,PF13923.9
XP_015760819.1,zf-C3HC4_2,PF13923.9
XP_015756960.1,zf-C3HC4_2,PF13923.9
XP_015758746.1,zf-C3HC4_2,PF13923.9
XP_015758745.1,zf-C3HC4_2,PF13923.9
XP_015774203.1,zf-C3HC4_2,PF13923.9
XP_015747594.1,zf-C3HC4_2,PF13923.9
XP_015779062.1,zf-C3HC4_2,PF13923.9
XP_015779063.1,zf-C3HC4_2,PF13923.9
XP_015753316.1,zf-C3HC4_2,PF13923.9
XP_015779672.1,zf-C3HC4_2,PF13923.9
XP_015780934.1,zf-C3HC4_2,PF13923.9
XP_015766925.1,zf-C3HC4_2,PF13923.9
XP_015752852.1,zf-C3HC4_2,PF13923.9
XP_015777040.1,zf-C3HC4_2,PF13923.9
XP_015775370.1,zf-C3HC4_2,PF13923.9
XP_015775369.1,zf-C3HC4_2,PF13923.9
XP_015769938.1,zf-C3HC4_2,PF13923.9
XP_015756685.1,zf-C3HC4_2,PF13923.9
XP_015779057.1,zf-C3HC4_2,PF13923.9
XP_015767602.1,zf-C3HC4_2,PF13923.9
XP_015767603.1,zf-C3HC4_2,PF13923.9
XP_015767604.1,zf-C3HC4_2,PF13923.9
XP_015767605.1,zf-C3HC4_2,PF13923.9
XP_015767606.1,zf-C3HC4_2,PF13923.9
XP_015767607.1,zf-C3HC4_2,PF13923.9
XP_015776883.1,zf-C3HC4_2,PF13923.9
XP_015775737.1,zf-C3HC4_2,PF13923.9
XP_015749666.1,zf-C3HC4_2,PF13923.9
XP_015764747.1,zf-C3HC4_2,PF13923.9
XP_015764748.1,zf-C3HC4_2,PF13923.9
XP_015764761.1,zf-C3HC4_2,PF13923.9
XP_015764762.1,zf-C3HC4_2,PF13923.9
XP_015776523.1,zf-C3HC4_2,PF13923.9
XP_015778485.1,zf-C3HC4_2,PF13923.9
XP_015764781.1,zf-C3HC4_2,PF13923.9
XP_015770302.1,zf-C3HC4_2,PF13923.9
XP_015764009.1,zf-C3HC4_2,PF13923.9
XP_015768699.1,zf-C3HC4_2,PF13923.9
XP_015778546.1,zf-C3HC4_2,PF13923.9
XP_015766012.1,zf-C3HC4_2,PF13923.9
XP_015758369.1,zf-C3HC4_2,PF13923.9
XP_015770945.1,zf-C3HC4_2,PF13923.9
XP_015774620.1,zf-C3HC4_2,PF13923.9
XP_015773385.1,zf-C3HC4_2,PF13923.9
XP_015770659.1,zf-C3HC4_2,PF13923.9
XP_015760456.1,zf-C3HC4_2,PF13923.9
XP_015778863.1,zf-C3HC4_2,PF13923.9
XP_015760658.1,zf-C3HC4_2,PF13923.9
XP_015775607.1,zf-C3HC4_2,PF13923.9
XP_015769468.1,zf-C3HC4_2,PF13923.9
XP_015749760.1,zf-C3HC4_2,PF13923.9
XP_015756989.1,zf-C3HC4_2,PF13923.9
XP_015780282.1,zf-C3HC4_2,PF13923.9
XP_015764153.1,zf-C3HC4_2,PF13923.9
XP_015761430.1,zf-C3HC4_2,PF13923.9
XP_015761431.1,zf-C3HC4_2,PF13923.9
XP_015761432.1,zf-C3HC4_2,PF13923.9
XP_015761433.1,zf-C3HC4_2,PF13923.9
XP_015761434.1,zf-C3HC4_2,PF13923.9
XP_015761435.1,zf-C3HC4_2,PF13923.9
XP_015758314.1,zf-C3HC4_2,PF13923.9
XP_015758316.1,zf-C3HC4_2,PF13923.9
XP_015758317.1,zf-C3HC4_2,PF13923.9
XP_015758313.1,zf-C3HC4_2,PF13923.9
XP_015780562.1,zf-C3HC4_2,PF13923.9
XP_015780569.1,zf-C3HC4_2,PF13923.9
XP_015763966.1,zf-C4,PF00105.21
XP_015763967.1,zf-C4,PF00105.21
XP_015763968.1,zf-C4,PF00105.21
XP_015763963.1,zf-C4,PF00105.21
XP_015763964.1,zf-C4,PF00105.21
XP_015763965.1,zf-C4,PF00105.21
XP_015763962.1,zf-C4,PF00105.21
XP_015763961.1,zf-C4,PF00105.21
XP_015749252.1,zf-C4,PF00105.21
XP_015760138.1,zf-C4,PF00105.21
XP_015760146.1,zf-C4,PF00105.21
XP_015760148.1,zf-C4,PF00105.21
XP_015760131.1,zf-C4,PF00105.21
XP_015757901.1,zf-C4,PF00105.21
XP_015757902.1,zf-C4,PF00105.21
XP_015763932.1,zf-C4,PF00105.21
XP_015770903.1,zf-C4,PF00105.21
XP_015780074.1,zf-C4,PF00105.21
XP_015763888.1,zf-C4,PF00105.21
XP_015751728.1,zf-C4,PF00105.21
XP_015751727.1,zf-C4,PF00105.21
XP_015765844.1,zf-C4,PF00105.21
XP_015752414.1,zf-C4,PF00105.21
XP_015752482.1,zf-C4,PF00105.21
XP_015755876.1,zf-C4,PF00105.21
XP_015767881.1,zf-C4,PF00105.21
XP_015773051.1,zf-C4,PF00105.21
XP_015761819.1,zf-C5HC2,PF02928.19
XP_015762571.1,zf-C5HC2,PF02928.19
XP_015766343.1,zf-C5HC2,PF02928.19
XP_015770261.1,zf-C5HC2,PF02928.19
XP_015763794.1,zf-C5HC2,PF02928.19
XP_015763870.1,zf-CCCH,PF00642.27
XP_015766051.1,zf-CCCH,PF00642.27
XP_015753153.1,zf-CCCH,PF00642.27
XP_015780334.1,zf-CCCH,PF00642.27
XP_015749599.1,zf-CCCH,PF00642.27
XP_015756242.1,zf-CCCH,PF00642.27
XP_015765756.1,zf-CCCH,PF00642.27
XP_015765757.1,zf-CCCH,PF00642.27
XP_015760439.1,zf-CCCH,PF00642.27
XP_015764747.1,zf-CCCH,PF00642.27
XP_015764748.1,zf-CCCH,PF00642.27
XP_015749593.1,zf-CCCH,PF00642.27
XP_015760679.1,zf-CCCH,PF00642.27
XP_015757594.1,zf-CCCH,PF00642.27
XP_015759843.1,zf-CCCH,PF00642.27
XP_015759842.1,zf-CCCH,PF00642.27
XP_015780486.1,zf-CCCH,PF00642.27
XP_015765703.1,zf-CCCH,PF00642.27
XP_015765704.1,zf-CCCH,PF00642.27
XP_015759799.1,zf-CCCH,PF00642.27
XP_015780761.1,zf-CCCH,PF00642.27
XP_015753911.1,zf-CCCH,PF00642.27
XP_015768270.1,zf-CCCH,PF00642.27
XP_015777123.1,zf-CCCH,PF00642.27
XP_015775451.1,zf-CCCH,PF00642.27
XP_015762501.1,zf-CCCH,PF00642.27
XP_015762566.1,zf-CCCH,PF00642.27
XP_015754971.1,zf-CCCH,PF00642.27
XP_015776355.1,zf-CCCH,PF00642.27
XP_015766084.1,zf-CCCH,PF00642.27
XP_015751434.1,zf-CCCH,PF00642.27
XP_015751433.1,zf-CCCH,PF00642.27
XP_015769470.1,zf-CCCH,PF00642.27
XP_015773525.1,zf-CCCH,PF00642.27
XP_015773526.1,zf-CCCH,PF00642.27
XP_015751438.1,zf-CCCH,PF00642.27
XP_015779740.1,zf-CCCH,PF00642.27
XP_015779789.1,zf-CCCH,PF00642.27
XP_015779780.1,zf-CCCH,PF00642.27
XP_015753699.1,zf-CCCH,PF00642.27
XP_015780754.1,zf-CCCH,PF00642.27
XP_015778969.1,zf-CCCH,PF00642.27
XP_015778968.1,zf-CCCH,PF00642.27
XP_015779747.1,zf-CCCH,PF00642.27
XP_015779746.1,zf-CCCH,PF00642.27
XP_015777036.1,zf-CCCH,PF00642.27
XP_015777035.1,zf-CCCH,PF00642.27
XP_015748649.1,zf-CCCH,PF00642.27
XP_015775085.1,zf-CCCH,PF00642.27
XP_015752469.1,zf-CCCH,PF00642.27
XP_015748648.1,zf-CCCH,PF00642.27
XP_015750565.1,zf-CCCH,PF00642.27
XP_015768528.1,zf-CCCH,PF00642.27
XP_015751432.1,zf-CCCH,PF00642.27
XP_015751431.1,zf-CCCH,PF00642.27
XP_015771623.1,zf-CCHC,PF00098.26
XP_015780721.1,zf-CCHC,PF00098.26
XP_015771624.1,zf-CCHC,PF00098.26
XP_015755813.1,zf-CCHC,PF00098.26
XP_015770047.1,zf-CCHC,PF00098.26
XP_015780252.1,zf-CCHC,PF00098.26
XP_015780251.1,zf-CCHC,PF00098.26
XP_015763854.1,zf-CCHC,PF00098.26
XP_015748221.1,zf-CCHC,PF00098.26
XP_015769003.1,zf-CCHC,PF00098.26
XP_015750114.1,zf-CCHC,PF00098.26
XP_015758082.1,zf-CCHC,PF00098.26
XP_015759875.1,zf-CCHC,PF00098.26
XP_015780093.1,zf-CCHC,PF00098.26
XP_015748959.1,zf-CCHC,PF00098.26
XP_015775511.1,zf-CCHC,PF00098.26
XP_015770305.1,zf-CCHC,PF00098.26
XP_015767498.1,zf-CCHC,PF00098.26
XP_015747966.1,zf-CCHC,PF00098.26
XP_015775732.1,zf-CCHC,PF00098.26
XP_015747522.1,zf-CCHC,PF00098.26
XP_015747876.1,zf-CCHC,PF00098.26
XP_015752354.1,zf-CCHC,PF00098.26
XP_015767079.1,zf-CCHC,PF00098.26
XP_015770388.1,zf-CCHC,PF00098.26
XP_015768317.1,zf-CCHC,PF00098.26
XP_015760519.1,zf-CCHC,PF00098.26
XP_015774373.1,zf-CCHC,PF00098.26
XP_015763915.1,zf-CCHC,PF00098.26
XP_015771286.1,zf-CCHC,PF00098.26
XP_015765511.1,zf-CCHC,PF00098.26
XP_015760819.1,zf-CCHC,PF00098.26
XP_015780123.1,zf-CCHC,PF00098.26
XP_015754060.1,zf-CCHC,PF00098.26
XP_015780095.1,zf-CCHC,PF00098.26
XP_015754713.1,zf-CCHC,PF00098.26
XP_015767246.1,zf-CCHC,PF00098.26
XP_015780262.1,zf-CCHC,PF00098.26
XP_015759698.1,zf-CCHC,PF00098.26
XP_015755918.1,zf-CCHC,PF00098.26
XP_015761521.1,zf-CCHC,PF00098.26
XP_015765541.1,zf-CCHC,PF00098.26
XP_015767396.1,zf-CCHC,PF00098.26
XP_015755124.1,zf-CCHC,PF00098.26
XP_015761271.1,zf-CCHC,PF00098.26
XP_015755245.1,zf-CCHC,PF00098.26
XP_015770980.1,zf-CCHC,PF00098.26
XP_015760502.1,zf-CCHC,PF00098.26
XP_015778897.1,zf-CCHC,PF00098.26
XP_015779963.1,zf-CCHC,PF00098.26
